track_id,image,x,y
722,12,1282.78,584.06
723,00,2314.14,1633.33
723,01,1705.00,1346.68
723,02,1248.14,1337.72
723,11,1866.84,605.56
723,12,1207.53,573.31
724,00,1215.30,1851.31
724,01,587.64,1537.19
724,11,630.64,802.63
725,00,2609.75,2711.27
725,01,1923.47,2363.90
725,02,1458.16,2341.51
726,00,2630.65,3335.34
726,01,2180.16,2927.52
726,02,1683.36,2872.80
726,12,1443.60,2260.80
727,00,1836.38,1645.28
727,01,1245.16,1340.71
727,02,766.80,1300.70
728,00,2609.75,2747.11
728,01,1923.47,2396.25
729,00,2806.83,1298.90
729,01,2161.85,1030.16
730,00,1823.84,1752.18
730,01,1232.61,1451.19
731,00,2756.06,567.34
731,01,2142.44,281.18
732,00,2013.75,1293.53
732,01,1418.94,981.79
733,00,1755.76,1830.41
733,01,1164.53,1531.81
734,00,1709.18,1831.01
734,01,1114.37,1526.44
735,00,2862.96,3346.69
735,01,2134.98,2917.31
735,02,1639.31,2863.56
736,00,2619.31,2837.88
736,01,1928.45,2478.37
736,02,1458.16,2453.48
736,12,1286.46,1828.92
737,00,1263.07,3398.05
737,01,656.92,3072.58
737,11,793.00,2178.00
738,00,2554.81,2966.87
738,01,1871.22,2592.83
739,00,1100.04,3411.19
739,01,494.48,3095.87
739,10,1150.20,2282.49
739,11,652.14,2389.98
740,00,1104.81,3409.99
740,01,495.67,3096.47
740,10,1152.59,2284.28
741,00,2483.15,2759.05
741,01,1815.48,2412.68
741,02,1351.16,2388.79
741,10,2499.27,1767.70
741,11,1930.94,1811.50
742,00,2890.43,2932.24
742,01,2159.86,2550.53
742,11,2264.37,1955.82
743,00,2716.05,734.55
743,01,2105.12,450.88
744,00,1257.10,3186.05
744,01,648.00,2875.39
744,02,122.69,2885.76
745,00,1794.58,1815.48
745,01,1203.35,1516.88
745,10,1870.42,680.80
746,00,705.89,3565.27
746,01,94.56,3277.12
747,00,2451.49,3592.14
747,01,1781.64,3155.19
748,00,1743.82,1734.86
748,01,1152.59,1430.29
748,02,674.83,1388.48
748,10,1816.67,573.31
748,12,558.98,523.14
749,00,1979.71,1812.49
749,01,1385.50,1513.89
749,11,1504.94,791.88
750,00,1823.84,795.47
750,01,1225.45,433.57
750,02,766.80,372.65
751,00,1973.74,1740.83
751,01,1379.53,1440.44
751,02,916.70,1412.37
751,10,2085.41,587.64
751,12,827.72,598.39
752,00,2320.11,3598.11
752,01,1664.69,3170.12
752,02,1185.44,3135.28
752,12,928.64,2439.55
753,00,1215.13,3182.98
753,01,606.00,2875.20
753,02,74.40,2888.40
753,10,1251.07,2121.98
754,00,2585.86,3604.08
754,01,1893.61,3157.68
754,10,2458.46,2473.39
755,00,2400.73,1624.38
755,01,1785.62,1337.72
755,02,1328.76,1334.74
756,00,2424.62,3619.01
756,01,1756.75,3180.07
756,10,2316.63,2480.86
757,00,2747.11,1024.19
757,01,2117.66,752.47
758,00,2535.10,3645.89
758,01,1851.31,3195.00
759,00,2517.19,3642.90
759,01,1836.38,3192.02
760,00,2481.35,3642.90
760,01,1804.03,3195.00
760,02,1321.30,3150.21
760,11,1862.09,2506.98
760,12,1060.02,2468.41
761,00,2588.85,2812.80
761,01,1906.56,2456.64
761,02,1438.56,2430.72
761,12,1270.08,1802.88
762,00,2287.26,3627.97
762,01,1634.83,3199.98
762,10,2192.21,2485.83
763,00,2502.26,3639.92
763,01,1823.94,3192.52
763,02,1340.71,3147.23
763,11,1880.76,2504.91
764,00,1872.21,1782.63
764,01,1280.99,1484.03
765,00,2732.18,3177.09
765,01,2024.50,2773.98
765,02,1540.77,2729.19
765,12,1328.76,2114.08
766,00,2314.14,3636.93
766,01,1659.71,3204.96
767,00,1758.74,1821.45
767,01,1167.02,1522.85
767,10,1827.42,687.97
767,11,1263.07,797.26
768,00,1791.59,1842.35
768,01,1200.37,1540.77
768,02,727.39,1504.94
768,10,1866.84,713.05
768,11,1300.70,820.55
768,12,605.56,670.05
769,00,2669.47,1304.28
769,01,2033.46,1039.12
769,11,2264.57,247.24
770,00,2662.30,1246.95
770,01,2035.25,967.46
770,11,2271.74,171.99
771,00,2665.89,1286.36
771,01,2035.25,1010.46
771,02,1573.02,1028.37
771,11,2268.15,214.99
772,00,2823.55,1386.69
772,01,2171.41,1114.37
773,00,2816.38,1397.44
773,01,2164.24,1128.70
774,00,2827.13,1408.19
774,01,2174.99,1135.87
774,02,1705.59,1160.95
775,00,2827.13,1426.11
775,01,2174.99,1157.37
775,02,1705.59,1182.45
775,12,1731.87,480.74
776,00,2662.30,1719.93
776,01,2015.54,1442.23
776,02,1551.52,1451.19
776,10,2880.88,601.97
776,12,1526.44,759.63
777,00,1970.75,1737.84
777,01,1379.53,1440.44
778,00,1888.34,1770.09
778,01,1293.53,1469.10
779,00,1874.00,1780.84
779,01,1282.78,1483.44
780,00,1974.33,1809.51
780,01,1383.11,1512.10
780,02,924.46,1483.44
781,00,756.05,3651.26
781,01,150.49,3353.86
782,00,1089.29,2010.17
782,01,451.48,1702.01
783,00,2784.13,981.79
783,01,2153.49,709.47
783,02,1691.26,745.30
784,00,2773.38,978.21
784,01,2142.74,705.89
785,00,2576.31,2794.88
785,01,1896.10,2442.54
785,02,1427.33,2415.74
785,12,1259.71,1786.75
786,00,2587.06,2805.63
786,01,1902.07,2448.51
786,02,1433.27,2424.62
787,00,2572.72,3633.35
787,01,1884.16,3180.07
788,00,2805.63,945.96
788,01,2174.99,677.22
788,02,1709.18,713.05
789,00,2726.80,913.71
789,01,2111.09,636.01
789,02,1648.26,662.89
790,00,1239.78,3095.87
790,01,630.64,2787.72
790,10,1272.03,2042.41
791,00,1297.11,3095.87
791,01,687.97,2787.72
791,02,168.41,2791.30
791,10,1322.79,2045.40
792,00,1243.36,3106.62
792,01,634.22,2798.47
793,00,1254.11,3153.20
793,01,648.56,2841.46
793,02,121.83,2852.21
793,10,1286.36,2092.58
794,00,1060.62,3407.61
794,01,455.06,3095.87
795,00,2762.63,544.64
795,01,2149.91,256.79
796,00,713.05,3576.02
796,01,104.51,3284.58
797,00,1254.11,3400.44
797,01,648.56,3077.95
797,10,1283.97,2299.21
798,00,1232.61,3400.44
798,01,627.06,3074.37
799,00,2300.40,1694.84
799,01,1693.05,1406.40
799,02,1239.18,1397.44
799,11,1848.92,677.22
799,12,1186.03,641.39
800,00,2898.79,3357.44
800,01,2167.82,2923.28
800,02,1672.15,2869.03
801,00,1741.43,1730.68
801,01,1146.62,1426.11
801,02,670.05,1383.11
802,00,2640.80,1268.45
802,01,2013.75,992.54
802,11,2246.66,189.91
803,00,2024.50,1293.53
803,01,1429.69,981.79
803,02,971.04,949.54
804,00,1261.28,3249.95
804,01,652.14,2934.63
804,02,128.99,2945.38
805,00,1254.11,3185.45
805,01,649.04,2874.01
805,02,121.93,2886.45
806,00,2730.38,3178.28
806,01,2024.50,2773.98
807,00,1960.00,1827.42
807,01,1368.78,1533.60
807,02,906.54,1504.94
807,10,2060.33,705.89
807,11,1483.44,816.97
807,12,806.22,705.89
808,00,2741.13,917.29
808,01,2114.08,637.81
809,00,2569.14,2963.29
809,01,1877.59,2590.64
809,02,1408.19,2561.98
809,12,1221.86,1927.75
810,00,2891.63,2923.88
810,01,2161.85,2547.04
811,00,2898.79,2913.13
811,01,2167.82,2535.10
811,02,1681.11,2499.27
811,12,1504.94,1905.06
812,00,2311.15,1633.93
812,01,1702.01,1347.28
812,02,1250.53,1340.11
813,00,2289.65,3636.93
813,01,1636.32,3206.95
814,00,2400.73,3636.93
814,01,1734.86,3197.99
814,10,2293.24,2496.28
815,00,2350.57,3640.51
815,01,1693.05,3206.95
815,10,2248.45,2496.28
816,00,2647.97,2733.97
816,01,1958.81,2382.82
816,11,2081.23,1788.60
817,00,1229.03,985.38
817,01,580.48,594.81
818,00,1752.18,1737.84
818,01,1160.95,1433.27
818,02,684.39,1390.27
819,00,2604.97,1970.75
819,01,1956.42,1680.51
819,02,1494.19,1676.93
820,00,2450.90,3593.93
820,01,1782.63,3156.19
821,00,2594.22,2819.96
821,01,1908.04,2463.44
822,00,1816.67,1755.76
822,01,1225.45,1454.77
823,00,2361.32,1852.51
823,01,1741.43,1565.85
823,02,1289.95,1558.68
823,11,1899.09,870.71
824,00,1809.51,1766.51
824,01,1218.28,1465.52
824,02,745.30,1429.69
825,00,1275.61,3239.20
825,01,670.05,2920.29
825,02,146.91,2934.63
826,00,2733.97,1046.29
826,01,2103.33,770.38
826,02,1637.51,799.05
827,00,2415.06,1784.42
827,01,1798.76,1501.35
827,02,1347.28,1497.77
828,01,1741.20,3961.20
828,02,1257.60,3891.60
829,01,720.00,2858.40
829,02,201.60,2865.60
830,01,1688.00,3907.00
830,02,1206.14,3843.07
830,11,1764.00,3117.00
830,12,882.72,3067.20
831,01,656.00,2846.00
831,02,129.60,2856.00
832,01,658.00,2815.00
832,02,132.00,2824.80
832,11,798.00,2157.00
833,01,1715.04,3867.84
833,02,1233.00,3806.00
833,11,1784.40,3084.00
834,01,654.00,2914.00
834,02,128.40,2926.80
835,01,2142.72,2805.12
835,02,1651.97,2754.43
835,12,1432.51,2147.90
836,01,2135.00,3867.00
836,02,1631.00,3764.00
837,01,1784.40,3866.40
837,02,1300.80,3798.00
837,11,1848.00,3085.00
838,01,1778.00,3866.00
838,02,1294.00,3798.00
839,01,656.64,2783.52
839,02,129.60,2791.20
839,11,796.32,2126.88
840,01,2091.60,3860.40
840,02,1592.00,3763.00
841,01,2077.00,3860.00
841,02,1579.00,3764.00
842,01,2033.28,2777.76
842,02,1549.20,2734.80
843,01,657.00,2776.00
843,02,130.00,2785.00
843,11,796.00,2121.00
844,01,2181.00,2929.00
844,02,1684.00,2873.00
845,01,658.80,2776.80
845,02,133.20,2784.00
846,01,1788.00,3859.20
846,02,1303.20,3790.80
846,12,979.20,3030.00
847,01,1785.00,3858.00
847,02,1300.00,3790.00
848,01,1782.00,3858.00
848,02,1298.00,3790.00
849,01,1779.00,3858.00
849,02,1294.00,3790.00
850,01,2641.77,2724.71
850,02,2102.40,2668.32
850,12,1869.60,2132.40
851,01,1437.12,980.64
851,02,979.78,950.40
851,12,960.77,53.57
852,01,2110.93,3846.53
852,02,1611.00,3751.00
852,11,2139.26,3079.30
853,01,1833.00,2703.00
853,02,1360.00,2670.00
853,11,1911.00,2071.00
853,12,1152.00,2034.00
854,01,1759.00,2940.00
854,02,1283.00,2905.00
855,01,594.00,2943.00
855,02,63.00,2960.00
856,01,646.56,2892.96
856,02,119.52,2904.48
857,01,585.60,2948.40
857,02,51.60,2965.20
858,01,655.72,3070.79
858,02,132.58,3092.29
859,01,1804.03,3188.16
859,02,1273.00,2915.00
860,01,1744.00,2951.00
860,02,1268.00,2916.00
860,11,1818.00,2295.00
861,01,1937.09,3841.34
861,02,1448.06,3758.40
861,11,1984.32,3070.08
861,12,1118.88,3018.24
862,01,1760.83,2958.34
862,02,1284.00,2923.20
862,11,1831.68,2304.00
862,12,1050.00,2257.20
863,01,1748.00,2961.00
863,02,1272.00,2926.00
863,12,1038.00,2259.00
864,01,1257.00,1339.00
864,02,789.00,1299.00
864,11,1366.80,580.80
864,12,700.80,438.00
865,01,2076.00,3833.00
865,02,1575.00,3739.00
866,01,1914.62,3829.25
866,02,1425.60,3750.00
866,11,1964.16,3058.56
866,12,1099.00,3008.00
867,01,1761.12,2980.80
867,02,1283.04,2944.80
867,11,1832.40,2320.80
867,12,1046.88,2276.64
868,01,1916.40,3826.80
868,02,1427.00,3748.00
868,11,1966.00,3057.00
868,12,1101.00,3006.00
869,01,1839.00,964.00
869,02,1384.00,966.00
870,01,675.00,2984.00
870,02,153.00,2998.00
871,01,1756.80,2985.60
871,02,1278.72,2949.12
871,12,1042.56,2280.96
872,01,1915.00,3824.00
872,02,1426.00,3746.00
873,01,1874.00,2599.00
873,02,1404.00,2569.00
874,01,603.60,3002.40
874,02,72.00,3021.60
875,01,1876.00,2596.00
875,02,1406.00,2566.00
876,01,2183.50,2594.07
876,02,1691.71,2552.26
876,11,2283.03,1994.80
876,12,1506.82,1957.82
877,01,2179.35,2589.93
877,02,1689.98,2550.53
878,01,608.00,2889.00
878,02,77.00,2903.00
879,01,2169.00,2576.00
879,02,1680.00,2539.00
879,11,2268.00,1976.00
880,01,2172.00,680.00
880,02,1708.00,717.00
881,01,2164.32,2564.64
881,02,1677.60,2528.40
882,01,2162.88,2557.44
882,02,1675.20,2521.20
883,01,1700.40,3817.20
883,02,1216.80,3755.52
883,12,898.80,2992.80
884,01,2036.44,970.45
884,02,1571.79,993.25
884,11,2271.74,171.99
884,12,1624.87,228.93
885,01,2156.00,2546.00
885,02,1669.00,2510.00
886,01,2145.60,704.16
886,02,1681.92,737.28
887,01,2153.00,2542.00
887,02,1667.00,2507.00
888,01,2299.97,2878.85
888,02,1792.80,2822.40
889,01,1890.00,3813.60
889,02,1401.12,3738.24
889,11,1944.00,3047.00
889,12,1078.56,2993.76
890,01,2147.90,3808.51
890,02,1644.00,3712.00
890,12,1308.00,2997.00
891,01,2164.32,2537.28
891,02,1677.60,2501.28
892,01,2208.00,2535.00
892,02,1718.40,2499.60
892,11,2319.60,1945.20
893,01,2204.24,2531.87
893,02,1712.79,2496.61
894,01,659.40,3070.59
894,02,134.37,3088.01
895,01,628.00,3070.00
895,02,100.00,3090.00
896,01,2014.56,1391.04
896,02,1551.60,1400.40
897,01,651.00,3070.00
897,02,124.80,3088.80
898,01,663.84,2880.00
898,02,141.12,2890.08
898,11,811.20,2217.60
899,01,622.00,3077.00
899,02,94.00,3097.00
900,01,2013.60,1394.40
900,02,1550.40,1404.00
901,01,665.00,3079.00
901,02,141.00,3097.00
902,01,1904.40,3801.60
902,02,1416.00,3724.80
903,01,2198.40,3800.40
903,02,1691.00,3698.00
903,11,2214.00,3040.80
904,01,1700.64,1409.76
904,02,1246.65,1398.44
904,11,1859.33,680.83
904,12,1194.39,644.97
905,01,2142.72,3800.16
905,02,1640.40,3703.20
905,12,1304.00,2989.00
906,01,2166.00,1163.00
906,02,1695.00,1190.00
907,01,648.00,3117.00
907,02,121.00,3138.00
908,01,2108.40,3799.20
908,02,1608.77,3704.83
908,11,2135.00,3037.00
908,12,1275.26,2987.71
909,01,1955.00,3798.00
909,02,1464.00,3717.00
910,01,632.00,3130.00
910,02,104.00,3152.00
911,01,2202.00,3794.40
911,02,1694.88,3692.16
911,11,2217.00,3036.00
912,01,2100.00,3793.20
912,02,1599.60,3699.60
912,11,2127.00,3033.00
912,12,1267.00,2982.00
913,01,1978.21,3792.61
913,02,1486.08,3710.02
913,11,2020.03,3029.18
914,01,1932.00,2484.00
914,02,1463.00,2457.00
914,11,2048.00,1890.00
915,01,2254.42,2483.34
915,02,1760.49,2448.92
916,01,1779.00,3163.00
916,02,1298.00,3121.00
917,01,1785.00,3163.00
917,02,1304.00,3120.00
917,12,1047.00,2440.00
918,01,1780.80,3778.80
918,02,1296.00,3715.20
919,01,1653.60,3790.80
919,02,1172.40,3738.00
919,12,858.00,2973.00
920,01,2275.00,2481.00
920,02,1779.60,2446.80
920,11,2394.00,1896.00
921,01,609.00,2874.00
921,02,79.20,2887.20
922,01,1817.00,3168.00
922,02,1335.00,3124.00
922,12,1076.00,2447.00
923,01,2206.80,3787.20
923,02,1700.40,3685.20
923,12,1362.00,2979.00
924,01,1660.80,3169.20
924,02,1181.00,3135.00
924,11,1732.00,2482.00
925,01,2250.00,2470.80
925,02,1757.00,2437.00
925,12,1591.00,1853.00
926,01,1985.47,3787.78
926,02,1490.50,3705.11
926,11,2024.64,3024.00
926,12,1165.36,2975.62
927,01,1908.00,3172.00
927,02,1276.00,3140.00
927,12,1017.00,2455.00
928,01,1680.00,3174.00
928,02,1200.00,3137.00
928,12,944.00,2443.00
929,01,2162.77,620.01
929,02,1700.35,657.33
930,01,2061.60,3781.20
930,02,1563.60,3692.40
930,12,1235.00,2972.00
931,01,1625.00,3178.00
931,02,1146.00,3145.00
932,01,1907.00,2457.00
932,02,1439.00,2431.00
933,01,1735.20,3181.20
933,02,1255.68,3140.64
933,11,1940.00,2489.00
934,01,1703.52,3778.56
934,02,1220.40,3721.20
935,01,1735.20,3189.60
935,02,1255.00,3149.00
935,11,1940.40,2494.80
935,12,996.00,2460.00
936,01,1874.00,3192.00
936,02,1390.00,3144.00
936,12,1128.00,2472.00
937,01,2009.32,3776.03
937,02,1517.88,3692.67
937,11,2045.95,3015.36
937,12,1190.25,2967.32
938,01,1806.00,3194.00
938,02,1146.00,3149.00
938,12,889.00,2446.00
939,01,1836.00,3195.36
939,02,1353.02,3148.42
939,11,1892.16,2507.04
939,12,1092.10,2471.04
940,01,2296.80,2449.20
940,02,1800.00,2418.00
940,12,1638.00,1840.00
941,01,1961.28,2448.58
941,02,1489.20,2422.80
941,12,1324.80,1801.20
942,01,1784.16,3199.68
942,02,1301.18,3151.87
942,12,1042.56,2472.48
943,01,1893.20,2442.70
943,02,1426.64,2417.82
943,11,2010.56,1843.85
944,01,1660.61,3205.44
944,02,1180.80,3171.60
944,11,1730.88,2512.80
944,12,921.60,2472.00
945,01,2239.00,2442.00
945,02,1748.05,2413.67
945,12,1584.23,1828.92
946,01,2292.00,1006.00
946,02,1813.00,1043.00
946,12,1880.00,343.00
947,01,1908.00,3767.00
947,02,1419.00,3692.00
948,01,2246.00,2438.00
948,02,1753.00,2407.00
949,01,1758.00,3226.00
949,02,1276.00,3184.00
950,01,1681.92,3224.16
950,02,1202.40,3186.72
951,01,2223.94,3763.58
951,02,1714.18,3663.36
951,11,2236.03,3010.18
951,12,1378.08,2963.52
952,01,1782.00,3763.20
952,02,1298.40,3699.60
953,01,1290.24,1471.68
953,02,823.63,1435.76
953,11,1401.41,739.58
953,12,722.61,606.15
954,01,1699.52,3764.83
954,02,1216.79,3707.60
954,12,903.26,2953.64
955,01,1982.40,3763.20
955,02,1491.60,3681.60
955,11,2023.00,3003.00
955,12,1166.00,2956.00
956,01,1893.00,2431.00
956,02,1425.60,2409.60
956,12,1260.00,1779.60
957,01,2236.03,2424.38
957,02,1745.01,2393.57
957,12,1583.77,1813.09
958,01,2303.42,2417.47
958,02,1805.76,2387.52
958,12,1645.92,1812.96
959,01,2188.00,3757.00
959,02,1683.00,3659.00
959,12,1349.00,2956.00
960,01,1939.00,3754.00
960,02,1448.64,3677.76
960,11,1983.00,2994.00
960,12,1126.80,2947.20
961,01,1702.08,3753.22
961,02,1218.00,3699.00
961,11,1769.76,2985.12
962,01,2125.20,2415.60
962,02,1644.00,2388.00
962,12,1484.00,1790.00
963,01,2133.00,2415.00
963,02,1651.00,2387.00
964,01,2305.15,2412.29
964,02,1806.00,2382.00
964,12,1647.00,1807.00
965,01,2126.00,2412.00
965,02,1645.00,2385.00
965,12,1485.00,1787.00
966,01,2304.00,2409.12
966,02,1806.00,2379.60
966,12,1647.60,1804.80
967,01,2301.12,2406.24
967,02,1802.88,2374.56
967,12,1644.48,1798.56
968,01,2176.00,3750.00
968,02,1670.98,3651.26
968,11,2193.00,2996.00
968,12,1337.76,2949.12
969,01,1938.00,3748.80
969,02,1448.40,3672.00
969,11,1982.00,2990.00
970,01,2205.00,2406.00
970,02,1717.00,2378.00
971,01,1952.64,3746.88
971,02,1461.60,3669.12
971,12,1140.00,2942.40
972,01,1932.48,2404.80
972,02,1463.04,2380.32
972,12,1301.76,1755.36
973,01,2300.00,2404.00
973,02,1802.00,2374.00
973,11,2424.00,1819.00
973,12,1645.00,1799.00
974,01,2623.20,3302.40
974,02,2080.00,3208.00
975,01,1827.00,2404.00
975,02,1361.66,2381.18
975,12,1195.78,1743.55
976,01,1727.00,3745.00
976,02,1243.00,3687.00
976,12,929.00,2937.00
977,01,1920.00,2396.00
977,02,1453.00,2371.00
978,01,1903.00,3743.00
978,02,1415.00,3670.00
979,01,1995.84,2384.64
979,02,1523.52,2361.60
979,11,2119.68,1792.80
979,12,1366.56,1745.28
980,01,2296.00,947.00
980,02,1818.00,987.00
980,11,2577.60,147.60
981,01,2208.96,3741.12
981,02,1702.08,3641.76
982,01,2047.00,3739.00
982,02,1550.00,3654.00
983,01,1961.00,2380.00
983,02,1492.00,2356.00
983,12,1333.00,1736.00
984,01,2234.88,3736.80
984,02,1725.60,3636.00
984,12,1390.80,2938.80
985,01,2227.00,3736.00
985,02,1719.00,3636.00
986,01,2201.00,3736.00
986,02,1695.00,3639.00
987,01,2056.80,3733.20
987,02,1560.00,3648.00
987,12,1235.00,2934.00
988,01,1847.00,1502.00
988,02,1390.00,1498.00
989,01,1704.00,3733.20
989,02,1221.12,3677.76
989,11,1770.00,2967.00
989,12,908.40,2926.80
990,01,1126.00,1503.00
990,02,646.00,1460.00
991,01,2313.79,2369.09
991,02,1814.40,2341.44
992,01,2228.00,3730.00
992,02,1717.92,3631.68
992,12,1383.84,2936.16
993,01,2083.20,2352.00
993,02,1607.04,2328.48
993,12,1457.28,1723.68
994,01,2277.00,2351.00
994,02,1782.72,2324.16
994,12,1632.96,1746.72
995,01,2280.96,2331.07
995,02,1786.80,2306.40
995,12,1637.00,1730.00
996,01,2293.24,942.38
996,02,1692.06,3630.46
996,11,2214.61,2978.52
996,12,1360.28,2932.07
997,01,2534.40,2328.48
997,02,2011.20,2301.60
997,12,1861.20,1758.00
998,01,2117.56,3725.02
998,02,1618.40,3636.93
998,11,2142.03,2973.54
999,01,2097.79,3729.02
999,02,1601.28,3640.32
999,11,2124.00,2976.48
1000,01,2104.70,3726.26
1000,02,1604.97,3639.17
1000,12,1278.72,2930.69
1001,01,2495.52,2292.48
1001,02,1978.56,2268.00
1001,12,1833.12,1719.36
1002,01,2037.60,1034.40
1002,02,1574.40,1053.60
1002,11,2270.88,241.92
1002,12,1615.68,305.28
1003,01,2583.00,2255.00
1003,02,2055.60,2233.20
1003,12,1916.40,1696.80
1004,01,2101.25,3725.57
1004,02,1601.28,3637.44
1005,01,2093.00,3726.00
1005,02,1594.52,3636.93
1005,12,1269.04,2926.27
1006,01,2640.00,2233.20
1006,02,2105.00,2213.00
1007,01,2118.53,3725.57
1007,02,1618.80,3634.80
1007,11,2141.28,2975.04
1007,12,1290.00,2928.00
1008,01,2229.60,3723.60
1008,02,1720.80,3624.48
1008,12,1386.72,2927.52
1009,01,2194.80,3723.60
1009,02,1688.00,3627.00
1009,11,2211.00,2976.00
1010,01,2167.00,3710.00
1010,02,1664.69,3620.51
1010,12,1333.74,2918.80
1011,01,2142.00,3724.80
1011,02,1640.00,3632.00
1012,01,1847.00,1524.00
1012,02,1391.00,1520.00
1013,01,577.00,1527.00
1013,02,43.20,1399.20
1014,01,2564.64,2226.24
1014,02,2038.80,2206.80
1015,01,2227.39,3720.38
1015,02,1719.36,3621.60
1015,11,2240.64,2973.60
1015,12,1386.00,2926.80
1016,01,2216.68,3722.11
1016,02,1708.99,3623.62
1016,11,2230.85,2975.62
1016,12,1376.64,2927.52
1017,01,2561.00,2222.00
1017,02,2036.00,2202.00
1017,11,2700.00,1633.20
1017,12,1902.00,1663.00
1018,01,2017.61,3709.67
1018,02,1524.10,3628.80
1018,11,2052.86,2958.34
1019,01,2137.00,3721.00
1019,02,1635.00,3629.00
1020,01,1704.00,3721.00
1020,02,1221.00,3666.00
1021,01,2211.00,3720.00
1021,02,1704.00,3622.00
1021,12,1372.00,2925.00
1022,01,1706.40,1532.16
1022,02,1252.00,1520.00
1022,11,1857.60,826.56
1022,12,1184.40,784.80
1023,01,2194.56,3722.11
1023,02,1688.26,3625.34
1023,11,2210.40,2973.60
1023,12,1356.48,2926.08
1024,01,1160.64,1532.16
1024,02,684.00,1492.80
1024,11,1256.26,806.98
1024,12,559.20,646.80
1025,01,2123.00,2177.00
1025,02,1646.00,2160.00
1026,01,2142.00,3718.00
1026,02,1641.00,3627.00
1026,12,1312.00,2925.00
1027,01,2118.00,2175.00
1027,02,1641.00,2158.00
1028,01,2208.96,2139.84
1028,02,1724.40,2126.40
1029,01,2828.40,2098.80
1029,02,2272.00,2092.00
1030,01,2672.40,2085.60
1030,02,2134.80,2077.20
1030,11,2832.00,1498.80
1030,12,2024.00,1548.00
1031,01,2111.00,3800.00
1031,02,1611.00,3706.00
1032,01,1957.00,3719.00
1032,02,1465.00,3643.00
1033,01,2137.54,3718.66
1033,02,1636.42,3627.07
1034,01,2174.40,3715.20
1034,02,1670.40,3621.60
1035,01,2035.58,3715.20
1035,02,1539.36,3633.12
1035,12,1216.80,2918.88
1036,01,2769.12,1918.08
1036,02,2221.20,1924.80
1036,12,2142.00,1401.60
1037,01,829.00,3593.00
1037,02,316.00,3616.00
1037,11,977.00,2831.00
1038,01,583.20,1543.20
1038,02,49.00,1483.00
1038,11,629.28,809.28
1039,01,580.32,1546.56
1039,02,47.52,1486.08
1040,01,2146.18,3713.47
1040,02,1642.29,3620.51
1040,12,1313.83,2918.80
1041,01,2077.00,3712.00
1041,02,1579.00,3626.00
1041,11,2107.00,2961.00
1041,12,1254.00,2917.00
1042,01,2033.00,3712.00
1042,02,1538.00,3630.00
1043,01,1985.76,3710.88
1043,02,1492.80,3633.60
1043,11,2024.00,2958.00
1044,01,2182.00,3683.00
1044,02,1678.00,3590.00
1045,01,2185.20,3682.80
1045,02,1681.20,3590.40
1045,11,2205.00,2942.00
1045,12,1354.80,2895.60
1046,01,2219.00,3711.00
1046,02,1710.72,3613.25
1046,12,1378.08,2918.88
1047,01,2728.80,1609.20
1047,02,2194.00,1641.00
1047,12,2182.80,1077.60
1048,01,2050.79,3682.71
1048,02,1555.20,3602.40
1048,11,2082.24,2937.60
1048,12,1234.80,2893.20
1049,01,2035.58,3710.02
1049,02,1539.65,3627.07
1049,11,2067.84,2959.20
1049,12,1216.80,2914.56
1050,01,2099.52,751.68
1050,02,1637.28,780.48
1051,01,2049.12,3687.84
1051,02,1553.76,3605.76
1051,12,1233.60,2896.80
1052,01,1986.00,3709.00
1052,02,1493.00,3631.00
1053,01,1978.56,3709.44
1053,02,1486.08,3631.68
1053,11,2018.88,2956.32
1053,12,1166.40,2912.40
1054,01,2050.80,3687.60
1054,02,1556.00,3606.00
1054,12,1235.00,2897.00
1055,01,1720.80,3905.28
1055,02,1238.40,3841.20
1055,11,1792.80,3085.20
1056,01,1706.57,3688.93
1056,02,1224.00,3636.00
1056,11,1770.85,2927.92
1057,01,2083.97,3708.29
1057,02,1586.30,3621.89
1057,11,2109.60,2959.20
1057,12,1260.00,2914.56
1058,01,2035.58,3692.74
1058,02,1539.65,3609.79
1058,11,2069.28,2944.80
1059,01,1759.68,3693.60
1059,02,1274.40,3636.00
1059,11,1817.28,2933.28
1059,12,964.80,2895.84
1060,01,2048.00,3694.00
1060,02,1551.00,3611.00
1060,11,2079.00,2946.00
1061,01,2108.16,3704.83
1061,02,1607.04,3616.70
1061,11,2132.64,2957.76
1061,12,1282.18,2911.68
1062,01,2026.80,3708.00
1062,02,1530.32,3626.73
1062,12,1209.60,2913.41
1063,01,2007.36,3706.56
1063,02,1513.44,3625.92
1064,01,1757.38,3708.29
1064,02,1274.40,3648.96
1064,12,962.40,2907.60
1065,01,1787.00,1575.00
1065,02,1332.00,1567.00
1066,01,2017.00,3706.00
1066,02,1522.00,3625.00
1066,11,2051.00,2955.00
1067,01,2187.65,3695.16
1067,02,1684.80,3601.44
1067,11,2206.66,2951.42
1067,12,1356.00,2906.40
1068,01,1749.60,1568.16
1068,02,1294.56,1558.08
1068,11,1902.53,870.91
1069,01,2167.20,3705.12
1069,02,1663.20,3612.00
1069,12,1335.00,2914.00
1070,01,2022.00,3705.60
1070,02,1525.82,3623.62
1070,11,2056.80,2955.60
1071,01,2026.80,2775.60
1071,02,1545.00,2733.00
1072,01,2071.53,3703.45
1072,02,1573.92,3618.72
1072,11,2099.52,2953.15
1072,12,1250.40,2910.00
1073,01,1844.00,1559.00
1073,02,1388.00,1555.00
